DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,STYLE_CART,CD_REG_ADM,NOM_MRC,NOM_REG_ADM,NOM_CEP,LANG_ENS,NO_TEL
,020510,Conservatoire de musique de Rimouski,Conservatoire de musique de Rimouski,"22, rue Sainte-Marie",,10043,Rimouski,V,G5L4E2,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/rimouski/,-68.528938,48.449422,Collégial,3_Gouvernemental,01,Rimouski-Neigette,Bas-Saint-Laurent,Rimouski,français,418 727-3706
,100501,Conservatoire de musique de Saguenay,Conservatoire de musique de Saguenay,"202, rue Jacques-Cartier Est",,94068,Saguenay,V,G7H6R8,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/saguenay/,-71.061322,48.425983,Collégial,3_Gouvernemental,02,Saguenay,Saguenay–Lac-Saint-Jean,Chicoutimi,français,418 698-3505
,190504,ITAQ La Pocatière,"Institut de technologie agroalimentaire du Québec, campus de La Pocatière","401, rue Poiré",,14082,La Pocatière,V,G0R1Z0,École gouvernementale,Gouvernemental,https://www.itaq.ca/,-70.039112,47.364841,Collégial,3_Gouvernemental,01,Kamouraska,Bas-Saint-Laurent,Côte-du-Sud,français,418 856-1110
,470502,Conservatoire de musique de Gatineau,Conservatoire de musique de Gatineau,"430, boul. Alexandre-Taché",,81017,Gatineau,V,J9A1M7,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/gatineau/,-75.748541,45.421701,Collégial,3_Gouvernemental,07,Gatineau,Outaouais,Hull,français,819 772-3283
,520500,Conservatoire de musique de Val-d'Or,Conservatoire de musique de Val-d'Or,"88, rue Allard",,89008,Val-d'Or,V,J9P2Y1,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/valdor/,-77.774428,48.095151,Collégial,3_Gouvernemental,08,La Vallée-de-l'Or,Abitibi-Témiscamingue,Abitibi-Est,français,819 354-4585
,699600,Campus Macdonald - Université McGill,Macdonald College - Université McGill,"Programme GTEA, Harrison House","21 111,  chemin Lakeshore",66117,Sainte-Anne-de-Bellevue,V,H9X3V9,École gouvernementale,Gouvernemental,https://www.mcgill.ca/fmt,-73.943265,45.40411,Collégial,3_Gouvernemental,06,Montréal,Montréal,Jacques-Cartier,anglais,514 398-7814
,749655,Instit. tourisme et hôtellerie du Qc,Institut de tourisme et d'hôtellerie du Québec,"3535, rue Saint-Denis",,66023,Montréal,V,H2X3P1,École gouvernementale,Gouvernemental,https://www.ithq.qc.ca/,-73.568679,45.51798,Collégial,3_Gouvernemental,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,français,514 282-5111
,669510,Conservatoire de musique de Québec,Conservatoire de musique de Québec,"270, rue Jacques-Parizeau",,23027,Québec,V,G1R5G1,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/musiquequebec/,-71.221507,46.806112,Collégial,3_Gouvernemental,03,Québec,Capitale-Nationale,Taschereau,français,418 643-2190
,260504,Conservatoire de musique Trois-Rivières,Conservatoire de musique de Trois-Rivières,"587, rue Radisson",,37067,Trois-Rivières,V,G9A2C8,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/trois-rivieres/,-72.54645,46.343818,Collégial,3_Gouvernemental,04,Trois-Rivières,Mauricie,Trois-Rivières,français,819 371-6748
,749691,EXPERISENS,EXPERISENS - Centre de recherche et d'innovation en expérience client multisensorielle et accueil,3535 rue St-Denis,,66023,Montréal,V,H2X3P1,Centre collégial de transfert de technologie,Gouvernemental,,-73.568679,45.51798,Collégial,3_Gouvernemental,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,,514 282-5111
,749572,Conservatoire de musique de Montréal,Conservatoire de musique de Montréal,"4750, avenue Henri-Julien",,66023,Montréal,V,H2T2C8,École gouvernementale,Gouvernemental,https://www.conservatoire.gouv.qc.ca/fr/conservatoires/musiquemontreal/,-73.586346,45.523459,Collégial,3_Gouvernemental,06,Montréal,Montréal,Mercier,français,514 873-4031
,440512,ITAQ St-Hyacinthe,"Institut de technologie agroalimentaire du Québec, campus de Saint-Hyacinthe","3230, rue Sicotte",C.P. 70,54048,Saint-Hyacinthe,V,J2S7B3,École gouvernementale,Gouvernemental,https://www.itaq.ca/,-72.967748,45.618869,Collégial,3_Gouvernemental,16,Les Maskoutains,Montérégie,Saint-Hyacinthe,français,450 778-6504
,210508,Campus Notre-Dame-de-Foy,Campus Notre-Dame-de-Foy,"5000, rue Clément-Lockquell",,23072,Saint-Augustin-de-Desmaures,V,G3A1B3,Collège privé,Privé,https://www.cndf.qc.ca,-71.399553,46.736869,Collégial,2_Privé,03,Québec,Capitale-Nationale,Louis-Hébert,français,418 872-8041
,210590,CENTRE RISC,CENTRE RISC  - Centre de recherche et d'innovation en sécurité civile,"5000, rue Clément-Lockquell",,23072,Saint-Augustin-de-Desmaures,V,G3A1B3,Centre collégial de transfert de technologie,Privé,https://www.centrerisc.com,-71.399553,46.736868,Collégial,2_Privé,03,Québec,Capitale-Nationale,Louis-Hébert,,418 872-8242
,250506,"Collège Ellis, campus de Drummondville",Collège Ellis,"235, rue Moisan",,49058,Drummondville,V,J2C1W9,Collège privé,Privé,https://www.ellis.qc.ca,-72.49141,45.882114,Collégial,2_Privé,17,Drummond,Centre-du-Québec,Drummond-Bois-Francs,français,819 477-3113
,260501,Collège Laflèche,Collège Laflèche,"1687, boulevard du Carmel",,37067,Trois-Rivières,V,G8Z3R8,Collège privé,Privé,https://www.clafleche.qc.ca,-72.559547,46.350589,Collégial,2_Privé,04,Trois-Rivières,Mauricie,Trois-Rivières,français,819 375-1049
,260503,Collège Laflèche,Collège Laflèche,"3300, chemin de l'Aéroport",,37067,Trois-Rivières,V,G9A5E1,Installation collège privé,Privé,https://www.clafleche.qc.ca,-72.675316,46.364501,Collégial,2_Privé,04,Trois-Rivières,Mauricie,Maskinongé,français,819 375-1049
,270543,Séminaire de Sherbrooke,Séminaire de Sherbrooke,"195, rue Marquette",,43027,Sherbrooke,V,J1H1L6,Collège privé,Privé,https://www.seminaire-sherbrooke.qc.ca,-71.894517,45.403012,Collégial,2_Privé,05,Sherbrooke,Estrie,Sherbrooke,français,819 563-2050
,270544,Séminaire de Sherbrooke,Séminaire de Sherbrooke,"155, rue Belvédère Nord",,43027,Sherbrooke,V,J1H4A7,Installation collège privé,Privé,https://www.seminaire-sherbrooke.qc.ca,-71.89812,45.40004,Collégial,2_Privé,05,Sherbrooke,Estrie,Sherbrooke,français,819 563-2050
,290504,Collège CDI - Longueuil,Collège CDI Administration . Technologie . Santé - Longueuil,"1111, rue Saint-Charles O, bureau 120",,58227,Longueuil,V,J4K5G4,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.com/,-73.519792,45.526376,Collégial,2_Privé,16,Longueuil,Montérégie,Marie-Victorin,français,579 274-1007
,290505,"Collège CDI - Longueuil, ens. anglais",Collège CDI Administration. Technologie. Santé - Longueuil (secteur anglophone),"1111, rue Saint-Charles Ouest",Bureau 120,58227,Longueuil,V,J4K5G4,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.com/,-73.519792,45.526376,Collégial,2_Privé,16,Longueuil,Montérégie,Marie-Victorin,anglais,579 274-1007
,294901,Collège Royal du Québec,Collège Royal du Québec,"1001, rue Sherbrooke Est",Bureau 400,66023,Montréal,V,H2L1L3,Collège privé,Privé,https://www.crqc.ca,-73.566455,45.520519,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,français,514 360-7179
,294904,Collège Royal du Québec,Collège Royal du Québec (secteur anglophone),"1001, rue Sherbrooke Est",Bureau 400,66023,Montréal,V,H2L1L3,Installation collège privé,Privé,https://academie-ent.com,-73.566455,45.520519,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,anglais,514 360-7179
,359505,Institut d'enregistrement du Canada,Institut d'enregistrement du Canada,"1207, rue Saint-André",,66023,Montréal,V,H2L3S8,Collège privé,Privé,https://www.recordingarts.com,-73.556427,45.515782,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,français,514 286-4336
,359506,Institut d'enregistrement du Canada,Institut d'enregistrement du Canada (secteur anglophone),"1207, rue Saint-André",,66023,Montréal,V,H2L3S8,Installation collège privé,Privé,https://www.recordingarts.com,-73.556427,45.515782,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,anglais,514 286-4336
,388551,"Collège CDI - Laval, ens. anglais",Collège CDI Administration . Technologie . Santé - Laval (secteur anglophone),"3, Place Laval, bureau 400",,65005,Laval,V,H7N1A2,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.ca,-73.704946,45.580726,Collégial,2_Privé,13,Laval,Laval,Laval-des-Rapides,anglais,450 662-9090
,389551,Collège CDI - Laval,Collège CDI Administration . Technologie . Santé - Laval,"3, Place Laval, bureau 400",,65005,Laval,V,H7N1A2,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.ca,-73.704946,45.580726,Collégial,2_Privé,13,Laval,Laval,Laval-des-Rapides,français,450 662-9090
,669506,Mérici Collégial Privé,Mérici Collégial Privé,"755, Grande Allée Ouest",,23027,Québec,V,G1S1C1,Collège privé,Privé,https://www.merici.ca,-71.232673,46.795333,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 683-1591
,669507,Mérici Collégial Privé,Mérici Collégial Privé (secteur anglophone),"755, Grande Allée Ouest",,23027,Québec,V,G1S1C1,Installation collège privé,Privé,https://www.merici.ca/,-71.234341,46.795591,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,anglais,418 683-1591
,669511,Mérici Collégial Privé (Orizon Aviation),Mérici Collégial Privé (Orizon Aviation),"820, 8e Avenue de l'Aéroport",,23027,Québec,V,G2G0M4,Installation collège privé,Privé,https://www.merici.ca,-71.373915,46.79023,Collégial,2_Privé,03,Québec,Capitale-Nationale,Louis-Hébert,français,418 683-1591
,669514,Mérici Collégial Privé (Orizon Aviation),Mérici Collégial Privé (Orizon Aviation) (secteur anglophone),"820, 8e Avenue de l'Aéroport",,23027,Québec,V,G2G0M4,Installation collège privé,Privé,https://www.merici.ca/,-71.373372,46.798194,Collégial,2_Privé,03,Québec,Capitale-Nationale,Louis-Hébert,anglais,418 683-1591
,669537,Collège Bart (1975),Collège Bart (1975),"751, côte d'Abraham",,23027,Québec,V,G1R1A2,Collège privé,Privé,https://www.bart.ca,-71.219135,46.812506,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 522-3906
,669538,Collège Bart - Radio Télévision de Qc,Collège Bart (1975) / Collège Radio Télévision de Québec,"751, Côte d'Abraham",,23027,Québec,V,G1R1A2,Installation collège privé,Privé,https://www.crtq.ca,-71.219135,46.812506,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 647-2095
,669542,L'École de danse de Québec,L'École de danse de Québec,"310, boul. Langelier, bureau 214",,23027,Québec,V,G1K5N3,Collège privé,Privé,https://www.ledq.qc.ca,-71.232131,46.813279,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 649-4715
,669543,L'École de danse de Québec,L'École de danse de Québec,"336, rue du Roi",,23027,Québec,V,G1K2W5,Installation collège privé,Privé,https://www.ledq.qc.ca,-71.226633,46.814618,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 649-4715
,669546,Collège O'Sullivan de Québec inc.,Collège O'Sullivan de Québec inc.,"840, rue Saint-Jean",,23027,Québec,V,G1R1R3,Collège privé,Privé,https://www.osullivan-quebec.qc.ca,-71.217105,46.81162,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 529-3355
,669590,TOPMED,"TOPMED - Centre collégial de transfert de technologie en orthèses, prothèses et équipements médicaux","755, Grande Allée Ouest",,23027,Québec,V,G1S1C1,Centre collégial de transfert de technologie,Privé,,-71.232673,46.795333,Collégial,2_Privé,03,Québec,Capitale-Nationale,Taschereau,français,418 780-1301
,690555,Collège Universel - Campus Gatineau,Collège Universel,"290, boulevard Saint-Joseph",Bureau 200,81017,Gatineau,V,J8Y3Y3,Collège privé,Privé,https://www.collegeuniversel.ca,-75.732521,45.438592,Collégial,2_Privé,07,Gatineau,Outaouais,Hull,français,819 503-2400
,690556,Collège Universel - Campus Gatineau,Collège Universel (secteur anglophone),"290, boulevard Saint-Joseph","Bureaux 002, 002A, 103, 200 et 201",81017,Gatineau,V,J8Y3Y3,Installation collège privé,Privé,https://www.collegeuniversel.ca,-75.732521,45.438592,Collégial,2_Privé,07,Gatineau,Outaouais,Hull,anglais,819 503-2400
,690557,Collège Universel - Campus Montréal,Collège Universel - Campus Montréal,"205, avenue Viger Ouest",,66023,Montréal,V,H2Z1G2,Installation collège privé,Privé,https://www.collegeuniversel.ca,-73.561382,45.505161,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,français,514 316-0220
,690558,Collège Universel - Campus Montréal,Collège Universel - Campus Montréal (secteur anglophone),"205, avenue Viger Ouest",,66023,Montréal,V,H2Z1G2,Installation collège privé,Privé,https://collegeuniversel.ca,-73.561382,45.505161,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,anglais,514 316-0220
,690571,Campus ND-Foy / Coll. BCM (Vézina),Campus Notre-Dame-de-Foy/Collège BCM (rue Vézina),"5115, rue Vézina",,66023,Montréal,V,H3W1C2,Installation collège privé,Privé,https://www.cndf.qc.ca,-73.646236,45.494133,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,anglais,418 872-8041
,690572,Campus ND-Foy / Coll. BCM (Décarie),Campus Notre-Dame-de-Foy/Collège BCM (boul. Décarie),"6900, boulevard Décarie",Bureau 216,66058,Côte-Saint-Luc,V,H3X2T8,Installation collège privé,Privé,https://www.cndf.qc.ca,-73.650338,45.491484,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,anglais,418 872-8041
,690575,Campus Notre-Dame-de-Foy,Campus Notre-Dame-de-Foy (secteur anglophone),"5000, rue Clément-Lockquell",,23072,Saint-Augustin-de-Desmaures,V,G3A1B3,Installation collège privé,Privé,https://www.cndf.qc.ca,-71.399553,46.736868,Collégial,2_Privé,03,Québec,Capitale-Nationale,Louis-Hébert,anglais,418 872-8041
,690577,Campus ND-Foy / Coll. BCM (Décarie),Campus Notre-Dame-de-Foy/Collège BCM (boul. Décarie) (secteur francophone),"6900, boulevard Décarie",Bureau 216,66058,Côte-Saint-Luc,V,H3X2T8,Installation collège privé,Privé,https://www.collegebcm.ca/,-73.649062,45.491447,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,français,418 872-8242
,690578,Attitude Hélicoptère,Attitude Hélicoptère,"521, route Gravel",,34007,Neuville,V,G0A2R0,Installation collège privé,Privé,https://attitudehelicoptere.ca/,-71.586671,46.71959,Collégial,2_Privé,03,Portneuf,Capitale-Nationale,Portneuf,français,418 842-8041
,691510,Multihexa Saguenay,Multihexa,"930, rue Jacques-Cartier Est",Bureau C-701,94068,Saguenay,V,G7H7K9,Collège privé,Privé,https://www.multihexa.quebec,-71.040513,48.421084,Collégial,2_Privé,02,Saguenay,Saguenay–Lac-Saint-Jean,Chicoutimi,français,581 222-2830
,691511,Multihexa Saguenay,Multihexa (secteur anglophone),"930, rue Jacques-Cartier Est",Bureau C-701,94068,Saguenay,V,G7H7K9,Installation collège privé,Privé,https://www.multihexa.quebec,-71.040513,48.421084,Collégial,2_Privé,02,Saguenay,Saguenay–Lac-Saint-Jean,Chicoutimi,anglais,581 222-2830
,691512,Multihexa Montréal,Multihexa,"503, boulevard René-Lévesque Ouest",,66023,Montréal,V,H2Z1Y7,Installation collège privé,Privé,https://www.multihexa.quebec,-73.566021,45.503991,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,français,581 222-2830
,691513,Multihexa Montréal,Multihexa (secteur anglophone),"503, boulevard René-Lévesque Ouest",,66023,Montréal,V,H2Z1Y7,Installation collège privé,Privé,https://www.multihexa.quebec,-73.566011,45.503992,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,anglais,581 222-2830
,691580,Collège CDI - Pointe Claire,Collège CDI Administration . Technologie . Santé - Pointe-Claire,"1000, boulevard St-Jean",,66097,Pointe-Claire,V,H9R5P1,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.com/,-73.832741,45.469077,Collégial,2_Privé,06,Montréal,Montréal,Jacques-Cartier,français,514 782-0539
,691581,"Collège CDI - St-Léonard, ens. anglais",Collège CDI Administration. Technologie. Santé - Saint-Léonard,"9480, boulevard Lacordaire",Bureau 204,66023,Montréal,V,H1R0C4,Établissement d'enseignement collège privé,Privé,https://www.collegecdi.ca,-73.615176,45.600248,Collégial,2_Privé,06,Montréal,Montréal,Jeanne-Mance-Viger,anglais,514 351-0888
,691582,Collège CDI - Saint-Léonard,Collège CDI Administration. Technologie. Santé - Saint-Léonard,"9480, boulevard Lacordaire",Bureau 204,66023,Montréal,V,H1R0C4,Établissement d'enseignement collège privé,Privé,https://www.collegecdi.ca,-73.615176,45.600248,Collégial,2_Privé,06,Montréal,Montréal,Jeanne-Mance-Viger,français,514 351-0888
,691583,"Collège CDI Pointe-Claire, ens. anglais",Collège CDI Administration . Technologie . Santé - Pointe-Claire (secteur anglophone),"1000, boulevard St-Jean Bureau 500",,66097,Pointe-Claire,V,H9R5P1,Établissement d'enseignement collège privé,Privé,https://www.cdicollege.com,-73.832741,45.469077,Collégial,2_Privé,06,Montréal,Montréal,Jacques-Cartier,anglais,514 782-0539
,692531,Institut Grasset,Institut Grasset,"220, Avenue Fairmount Ouest",,66023,Montréal,V,H2T2M7,Installation collège privé,Privé,https://www.institut-grasset.qc.ca,-73.596486,45.521235,Collégial,2_Privé,06,Montréal,Montréal,Mercier,français,514 277-6053
,692532,Institut Grasset,Institut Grasset (secteur anglophone),"220, avenue Fairmount Ouest",,66023,Montréal,V,H2T2M7,Installation collège privé,Privé,https://www.institut-grasset.qc.ca,-73.596486,45.521235,Collégial,2_Privé,06,Montréal,Montréal,Mercier,anglais,514 277-6053
,692540,Collège d'enseignement en immobilier inc,Collège d'enseignement en immobilier inc.,"405, avenue Ogilvy, bureau 104",,66023,Montréal,V,H3N1M3,Collège privé,Privé,https://www.college-cei.com,-73.625699,45.531078,Collégial,2_Privé,06,Montréal,Montréal,Laurier-Dorion,français,514 905-1551
,692550,Institut Teccart,Institut Teccart,"3030, rue Hochelaga",,66023,Montréal,V,H1W1G2,Collège privé,Privé,https://www.teccart.qc.ca/,-73.554851,45.540421,Collégial,2_Privé,06,Montréal,Montréal,Hochelaga-Maisonneuve,français,514 526-2501
,692551,Institut Teccart,Institut Teccart,"4405, rue Leckie",,58227,Longueuil,V,J3Y9E6,Installation collège privé,Privé,https://www.teccart.qc.ca/,-73.431878,45.51843,Collégial,2_Privé,16,Longueuil,Montérégie,Vachon,français,514 526-2501
,692552,Institut Teccart,Institut Teccart,"2000, rue de l'Éclipse",,58007,Brossard,V,J4Z0P3,Installation collège privé,Privé,https://www.teccart.qc.ca/,-73.431901,45.447177,Collégial,2_Privé,16,Longueuil,Montérégie,La Pinière,français,514 875-9777
,692553,Institut Teccart,Institut Teccart (secteur anglophone),"3030, rue Hochelaga",,66023,Montréal,V,H1W1G2,Installation collège privé,Privé,https://www.teccart.qc.ca,-73.554851,45.540421,Collégial,2_Privé,06,Montréal,Montréal,Hochelaga-Maisonneuve,anglais,514 526-2501
,692554,Institut Teccart,Institut Teccart (secteur anglophone),"2000, rue de l'Éclipse",,58007,Brossard,V,J4Z0P3,Installation collège privé,Privé,https://www.teccart.qc.ca,-73.431901,45.447177,Collégial,2_Privé,16,Longueuil,Montérégie,La Pinière,anglais,514 875-9777
,692572,Académie de Formation Équestre du Québec,Académie de Formation Équestre du Québec,"3143, avenue Lapierre",,23027,Québec,V,G3E1T3,Collège privé,Privé,https://www.fermetorimaetfilles.com,-71.351297,46.889481,Collégial,2_Privé,03,Québec,Capitale-Nationale,Chauveau,français,418 576-1216
,692590,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec,"600, chemin du Golf",Bureau 100,66023,Montréal,V,H3E1A8,Collège privé,Privé,https://www.collegeimmobilier.com,-73.552381,45.466976,Collégial,2_Privé,06,Montréal,Montréal,Verdun,français,514 762-1862
,692591,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec (secteur anglophone),"600, chemin du Golf",Bureau 100,66023,Montréal,V,H3E1A8,Installation collège privé,Privé,,-73.552381,45.466976,Collégial,2_Privé,06,Montréal,Montréal,Verdun,anglais,514 762-1862
,692592,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec,"6300, avenue Auteuil, bureau 135",,58007,Brossard,V,J4Z3P2,Installation collège privé,Privé,https://www.collegeimmobilier.com,-73.464205,45.467495,Collégial,2_Privé,16,Longueuil,Montérégie,La Pinière,français,514 762-1862
,692593,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec,"2525, boulevard Daniel-Johnson",Bureau 201,65005,Laval,V,H7T1S9,Installation collège privé,Privé,https://www.collegeimmobilier.com,-73.754411,45.568219,Collégial,2_Privé,13,Laval,Laval,Chomedey,français,514 762-1862
,692594,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec (secteur anglophone),"6300, avenue Auteuil, bureau 135",,58007,Brossard,V,J4Z3P2,Installation collège privé,Privé,https://www.collegeimmobilier.com,-73.464205,45.467495,Collégial,2_Privé,16,Longueuil,Montérégie,La Pinière,anglais,514 762-1862
,692595,Collège de l'immobilier du Québec,Collège de l'immobilier du Québec (secteur anglophone),"2525, boulevard Daniel-Johnson",Bureau 201,65005,Laval,V,H7T1S9,Installation collège privé,Privé,https://www.collegeimmobilier.com,-73.754411,45.568219,Collégial,2_Privé,13,Laval,Laval,Chomedey,anglais,514 762-1862
,693510,Collège TAV,Collège TAV,"6333, boulevard Décarie",,66023,Montréal,V,H3W3E1,Collège privé,Privé,https://www.tav.ca,-73.643399,45.490456,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,anglais,514 731-2296
,693511,Collège TAV,Collège TAV,"5030, rue Jeanne-Mance",,66023,Montréal,V,H2V4J8,Installation collège privé,Privé,https://www.tav.ca,-73.594704,45.519797,Collégial,2_Privé,06,Montréal,Montréal,Mercier,anglais,514 731-2296
,693512,Collège TAV,Collège TAV,"6005, boulevard Décarie",,66023,Montréal,V,H3W3C9,Installation collège privé,Privé,https://tav.ca,-73.641475,45.489576,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,anglais,514 731-2296
,693515,Collège Décarie,Collège Décarie,"6005, boulevard Décarie",,66023,Montréal,V,H3W3C9,Collège privé,Privé,https://collegedecarie.ca,-73.641594,45.489667,Collégial,2_Privé,06,Montréal,Montréal,D'Arcy-McGee,français,514 731-1040
,693520,"Collège Ellis, Montréal","Collège Ellis, Montréal","2195, avenue Ekers",,66072,Mont-Royal,V,H3S1C6,Installation collège privé,Privé,https://www.ellis.qc.ca,-73.627403,45.51591,Collégial,2_Privé,06,Montréal,Montréal,Mont-Royal-Outremont,anglais,819 477-3113
,693522,"Collège Ellis, campus de Longueuil","Collège Ellis, campus de Longueuil","1010, rue de Sérigny, bureau 300",,58227,Longueuil,V,J4K5G7,Installation collège privé,Privé,https://www.ellis.qc.ca,-73.522543,45.523163,Collégial,2_Privé,16,Longueuil,Montérégie,Marie-Victorin,français,819 477-3113
,693523,"Collège Ellis, campus de Trois-Rivières","Collège Ellis, campus de Trois-Rivières","90, rue Dorval",,37067,Trois-Rivières,V,G8T5X7,Installation collège privé,Privé,https://www.ellis.qc.ca,-72.50922,46.36319,Collégial,2_Privé,04,Trois-Rivières,Mauricie,Champlain,français,819 691-2600
,693524,"Collège Ellis, campus de Montréal","Collège Ellis, campus de Montréal","760, rue Saint-Zotique Est",,66023,Montréal,V,H2S1M5,Installation collège privé,Privé,https://www.ellis.qc.ca,-73.606629,45.537126,Collégial,2_Privé,06,Montréal,Montréal,Gouin,français,819 477-3113
,693530,Collégial international Sainte-Anne,Collégial international Sainte-Anne,"1300, boulevard Saint-Joseph",,66023,Montréal,V,H8S2M8,Collège privé,Privé,https://collegial.sainteanne.ca,-73.67581,45.432433,Collégial,2_Privé,06,Montréal,Montréal,Marquette,français,514 637-5000
,693531,Collégial international Sainte-Anne,Collégial international Sainte-Anne (secteur anglophone),"1300, boulevard Saint-Joseph",,66023,Montréal,V,H8S2M8,Installation collège privé,Privé,https://collegial.sainteanne.ca/,-73.67581,45.432433,Collégial,2_Privé,06,Montréal,Montréal,Marquette,anglais,514 637-5000
,693550,Collège Canada,Collège Canada,"1231, rue Sainte-Catherine Ouest",Bureau 501,66023,Montréal,V,H3G1P5,Collège privé,Privé,https://www.collegecanada.com,-73.574868,45.498509,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,français,514 532-1098
,693551,Collège Canada (secteur anglophone),Collège Canada (secteur anglophone),"1231, rue Sainte-Catherine Ouest",Bureau 501,66023,Montréal,V,H3G1P5,Installation collège privé,Privé,https://www.collegecanada.com,-73.574871,45.498502,Collégial,2_Privé,06,Montréal,Montréal,Westmount-Saint-Louis,anglais,514 532-1098
,693554,"Collège Canada, Pavillon Royal","Collège Canada, Pavillon Royal","1001, rue Sherbrooke Est",Bureau 110,66023,Montréal,V,H2L1L3,Installation collège privé,Privé,https://collegecanada.com/,-73.566455,45.520519,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,français,514 532-1098
,693555,"Collège Canada, Pavillon Royal","Collège Canada, Pavillon Royal (secteur anglophone)","1001, rue Sherbrooke Est",Bureau 110,66023,Montréal,V,H2L1L3,Installation collège privé,Privé,https://collegecanada.com/,-73.566455,45.520519,Collégial,2_Privé,06,Montréal,Montréal,Sainte-Marie-Saint-Jacques,anglais,514 532-1098
,693556,"Collège Canada, Pavillon Gatineau","Collège Canada, Pavillon Gatineau","83, boulevard Gréber",,81017,Gatineau,V,J8T3P9,Installation collège privé,Privé,https://collegecanada.com/,-75.699665,45.464191,Collégial,2_Privé,07,Gatineau,Outaouais,Chapleau,français,514 532-1098
,693557,"Collège Canada, Pavillon Gatineau","Collège Canada, Pavillon Gatineau (secteur anglophone)","83, boulevard Gréber",,81017,Gatineau,V,J8T3P9,Installation collège privé,Privé,https://collegecanada.com/,-75.699665,45.464191,Collégial,2_Privé,07,Gatineau,Outaouais,Chapleau,anglais,514 532-1098
,693558,"Collège Canada, Pavillon Sherbrooke","Collège Canada, Pavillon Sherbrooke","250, rue King Est, 3e étage",Bureau 100,43027,Sherbrooke,V,J1G1A9,Installation collège privé,Privé,https://collegecanada.com/,-71.882925,45.405936,Collégial,2_Privé,05,Sherbrooke,Estrie,Saint-François,français,514 532-1098
,693559,"Collège Canada, Pavillon Sherbrooke","Collège Canada, Pavillon Sherbrooke (secteur anglophone)","250, rue King Est, 3e étage",Bureau 100,43027,Sherbrooke,V,J1G1A9,Installation collège privé,Privé,https://collegecanada.com/,-71.882925,45.405936,Collégial,2_Privé,05,Sherbrooke,Estrie,Saint-François,anglais,514 532-1098
